Recency,Frequency,Monetary,R,F,M
421,2,191.74,3,3,4
6,8,875.94,4,4,4
45,3,177.89,4,3,4
93,5,143.55,4,4,4
26,7,151.99,4,4,4
507,2,37.33,1,3,2
510,1,11.77,1,1,1
507,1,11.77,1,1,1
497,1,493.91,2,1,4
510,1,28.93,1,1,2
367,5,102.54,3,4,3
413,3,126.09,3,3,4
124,4,73.03,4,4,3
478,2,50.76,2,3,3
510,1,58.3,1,1,3
5,6,111.51,4,4,4
506,2,60.23,1,3,3
510,1,55.98,1,1,3
7,11,508.05,4,4,4
510,1,11.77,1,1,1
510,1,22.3,1,1,2
160,2,28.48,4,3,2
359,3,172.18,3,3,4
49,11,422.96,4,4,4
497,1,26.35,2,1,2
510,1,41.5,1,1,2
229,2,27.95,3,3,2
510,1,35.77,1,1,2
510,1,12.77,1,1,1
239,6,266.12,3,4,4
508,1,18.74,1,1,1
141,6,173.93,4,4,4
510,1,51.87,1,1,3
483,3,154.08,2,3,4
510,1,52.77,1,1,3
451,3,64.87,3,3,3
510,1,8.77,1,1,1
510,1,17.98,1,1,1
20,7,274.13,4,4,4
510,1,15.96,1,1,1
419,5,180.29,3,4,4
510,1,14.37,1,1,1
510,1,15.99,1,1,1
510,1,29.74,1,1,2
510,1,8.77,1,1,1
315,4,79.26,3,4,3
510,1,14.96,1,1,1
67,3,87.92,4,3,3
306,7,191.02,3,4,4
4,8,297.37,4,4,4
510,1,49.68,1,1,3
510,1,63.24,1,1,3
510,1,50.98,1,1,3
510,1,12.77,1,1,1
66,6,320.2,4,4,4
89,4,176.1,4,4,4
238,2,28.45,3,3,2
380,2,58.06,3,3,3
129,4,114.81,4,4,4
510,1,14.96,1,1,1
510,1,13.97,1,1,1
148,2,98.75,4,3,3
488,4,80.13,2,4,3
228,6,243.11,3,4,4
179,3,82.75,4,3,3
141,4,134.43,4,4,4
55,4,165.57,4,4,4
510,1,15.76,1,1,1
435,2,24.73,3,3,2
510,1,13.97,1,1,1
436,4,146.86,3,4,4
510,1,25.14,1,1,2
510,1,33.2,1,1,2
29,2,121.07,4,3,4
69,7,366.91,4,4,4
510,1,9.77,1,1,1
503,2,44.64,2,3,3
510,1,65.64,1,1,3
510,1,99.99,1,1,3
449,2,35.91,3,3,2
510,1,12.49,1,1,1
510,1,31.99,1,1,2
510,1,10.77,1,1,1
510,1,46.72,1,1,3
510,1,30.86,1,1,2
510,1,11.77,1,1,1
510,1,4.79,1,1,1
503,2,48.72,2,3,3
510,1,14.37,1,1,1
510,1,14.37,1,1,1
510,1,27.13,1,1,2
230,2,198.23,3,3,4
385,3,113.71,3,3,4
127,9,252.67,4,4,4
19,16,347.2,4,4,4
13,11,302.45,4,4,4
49,2,46.81,4,3,3
105,6,188.58,4,4,4
37,5,383.47,4,4,4
60,13,481.13,4,4,4
510,1,29.99,1,1,2
245,2,41.98,3,3,2
489,2,39.71,2,3,2
67,21,720.5,4,4,4
510,1,63.98,1,1,3
31,9,401.76,4,4,4
510,1,37.3,1,1,2
510,1,17.99,1,1,1
221,4,118.45,3,4,4
8,4,174.57,4,4,4
510,1,35.77,1,1,2
25,4,70.52,4,4,3
510,1,23.54,1,1,2
59,7,135.16,4,4,4
176,4,198.0,4,4,4
479,2,24.94,2,3,2
145,3,244.62,4,3,4
510,1,28.34,1,1,2
510,1,18.99,1,1,1
453,2,40.98,3,3,2
510,1,38.5,1,1,2
510,1,23.97,1,1,2
510,1,11.99,1,1,1
510,1,18.74,1,1,1
510,1,62.46,1,1,3
510,1,29.92,1,1,2
510,1,89.99,1,1,3
145,4,66.24,4,4,3
430,5,75.07,3,4,3
508,1,176.78,1,1,4
414,3,106.93,3,3,4
368,2,28.65,3,3,2
74,2,43.22,4,3,2
510,1,159.0,1,1,4
510,1,31.33,1,1,2
510,1,14.96,1,1,1
510,1,34.74,1,1,2
252,2,89.91,3,3,3
313,4,115.56,3,4,4
510,1,32.67,1,1,2
500,1,11.77,2,1,1
510,1,37.47,1,1,2
510,1,27.74,1,1,2
510,1,49.37,1,1,3
482,3,93.97,2,3,3
173,6,237.93,4,4,4
510,1,107.23,1,1,4
50,6,159.14,4,4,4
454,2,54.7,3,3,3
490,2,38.5,2,3,2
60,9,198.62,4,4,4
471,2,34.51,3,3,2
11,23,614.78,4,4,4
88,5,443.41,4,4,4
120,5,322.49,4,4,4
284,5,228.8,3,4,4
510,1,68.29,1,1,3
130,3,117.46,4,3,4
510,1,14.96,1,1,1
44,4,145.77,4,4,4
510,1,35.53,1,1,2
509,1,116.27,1,1,4
510,1,9.79,1,1,1
19,26,629.59,4,4,4
283,4,124.03,3,4,4
25,4,85.28,4,4,3
387,2,27.73,3,3,2
28,11,567.38,4,4,4
131,6,126.22,4,4,4
510,1,29.96,1,1,2
510,1,14.37,1,1,1
510,1,14.99,1,1,1
510,1,13.97,1,1,1
137,5,63.61,4,4,3
510,1,14.79,1,1,1
510,1,9.77,1,1,1
505,2,57.59,2,3,3
510,1,14.96,1,1,1
510,1,11.56,1,1,1
510,1,27.77,1,1,2
118,3,45.6,4,3,3
510,1,13.97,1,1,1
31,15,783.24,4,4,4
142,4,73.94,4,4,3
510,1,36.52,1,1,2
327,5,139.13,3,4,4
509,1,14.99,1,1,1
510,1,30.06,1,1,2
510,1,12.97,1,1,1
212,3,59.1,3,3,3
510,1,71.62,1,1,3
124,4,237.74,4,4,4
510,1,55.07,1,1,3
421,3,67.45,3,3,3
510,1,13.97,1,1,1
105,6,134.64,4,4,4
510,1,14.37,1,1,1
437,2,58.05,3,3,3
510,1,64.88,1,1,3
246,4,57.88,3,4,3
510,1,15.36,1,1,1
495,2,25.54,2,3,2
38,5,102.95,4,4,3
349,2,49.71,3,3,3
510,1,14.96,1,1,1
510,1,41.13,1,1,2
104,2,34.35,4,3,2
100,2,38.84,4,3,2
17,6,96.77,4,4,3
510,1,12.49,1,1,1
510,1,36.5,1,1,2
510,1,29.92,1,1,2
396,2,73.61,3,3,3
173,3,38.75,4,3,2
22,4,98.76,4,4,3
510,1,44.98,1,1,3
46,15,438.92,4,4,4
83,2,76.74,4,3,3
510,1,24.99,1,1,2
510,1,43.98,1,1,3
510,1,21.37,1,1,2
314,4,169.47,3,4,4
29,19,850.16,4,4,4
166,8,423.91,4,4,4
510,1,47.69,1,1,3
509,1,119.19,1,1,4
492,2,32.86,2,3,2
180,2,27.39,4,3,2
93,6,266.8,4,4,4
509,1,28.7,1,1,2
27,4,97.83,4,4,3
510,1,39.14,1,1,2
503,1,11.77,2,1,1
510,1,21.16,1,1,2
510,1,27.14,1,1,2
510,1,44.29,1,1,3
510,1,27.77,1,1,2
236,15,711.45,3,4,4
509,1,53.83,1,1,3
9,22,1850.5,4,4,4
484,2,27.76,2,3,2
374,2,28.93,3,3,2
510,1,43.75,1,1,3
21,5,340.62,4,4,4
509,1,49.28,1,1,3
509,1,40.5,1,1,2
509,1,41.98,1,1,2
441,3,54.12,3,3,3
509,1,15.9,1,1,1
509,1,12.49,1,1,1
509,1,12.77,1,1,1
4,5,304.95,4,4,4
341,4,178.64,3,4,4
509,1,5.78,1,1,1
509,1,26.99,1,1,2
38,3,57.68,4,3,3
123,6,154.66,4,4,4
509,1,16.7,1,1,1
40,5,138.75,4,4,4
509,1,12.78,1,1,1
509,1,24.99,1,1,2
1,30,789.38,4,4,4
36,9,203.07,4,4,4
509,1,14.37,1,1,1
509,1,18.36,1,1,1
509,1,44.97,1,1,3
509,1,26.73,1,1,2
509,1,32.98,1,1,2
397,2,47.28,3,3,3
466,2,45.63,3,3,3
509,1,39.1,1,1,2
509,1,29.73,1,1,2
54,13,228.4,4,4,4
251,3,118.42,3,3,4
35,14,843.52,4,4,4
509,1,11.77,1,1,1
509,1,91.96,1,1,3
216,2,52.96,3,3,3
107,2,84.2,4,3,3
501,2,45.68,2,3,3
509,1,52.48,1,1,3
174,4,200.41,4,4,4
509,1,16.7,1,1,1
509,1,262.54,1,1,4
509,1,70.62,1,1,3
313,2,87.1,3,3,3
159,4,513.49,4,4,4
509,1,33.4,1,1,2
508,2,191.94,1,3,4
370,6,153.11,3,4,4
509,1,42.74,1,1,2
493,2,266.85,2,3,4
142,15,1124.75,4,4,4
506,1,37.51,1,1,2
509,1,27.94,1,1,2
509,1,73.54,1,1,3
509,1,11.77,1,1,1
509,1,29.53,1,1,2
93,2,102.85,4,3,3
4,5,226.98,4,4,4
432,3,82.2,3,3,3
509,1,27.13,1,1,2
509,1,59.27,1,1,3
24,5,160.32,4,4,4
25,8,197.87,4,4,4
509,1,14.37,1,1,1
422,2,68.63,3,3,3
143,3,70.43,4,3,3
509,1,5.99,1,1,1
509,1,11.77,1,1,1
509,1,37.91,1,1,2
509,1,30.93,1,1,2
159,5,144.72,4,4,4
509,1,41.5,1,1,2
509,1,50.97,1,1,3
509,1,17.54,1,1,1
509,1,19.3,1,1,1
341,5,521.72,3,4,4
186,2,28.95,4,3,2
509,1,12.77,1,1,1
16,10,293.07,4,4,4
239,2,143.91,3,3,4
509,1,26.94,1,1,2
14,2,29.85,4,3,2
509,1,40.76,1,1,2
200,15,944.7,4,4,4
509,1,13.97,1,1,1
20,19,495.7,4,4,4
509,1,13.97,1,1,1
96,3,65.33,4,3,3
509,1,15.36,1,1,1
509,1,24.9,1,1,2
323,2,21.75,3,3,2
509,1,14.96,1,1,1
22,6,209.38,4,4,4
509,1,42.69,1,1,2
339,8,180.67,3,4,4
462,2,25.28,3,3,2
509,1,75.21,1,1,3
509,1,19.99,1,1,2
502,1,42.92,2,1,2
509,1,46.08,1,1,3
509,1,7.78,1,1,1
306,3,37.71,3,3,2
509,1,29.77,1,1,2
15,9,581.16,4,4,4
371,2,48.74,3,3,3
509,1,24.54,1,1,2
509,1,13.58,1,1,1
509,1,8.77,1,1,1
509,1,10.77,1,1,1
509,1,50.71,1,1,3
334,3,77.42,3,3,3
264,2,19.78,3,3,1
509,1,77.21,1,1,3
509,1,62.49,1,1,3
509,1,35.4,1,1,2
500,1,88.8,2,1,3
501,1,65.92,2,1,3
509,1,14.99,1,1,1
509,1,25.34,1,1,2
243,4,399.97,3,4,4
418,4,145.38,3,4,4
402,2,54.48,3,3,3
509,1,16.99,1,1,1
509,1,9.77,1,1,1
509,1,14.96,1,1,1
509,1,20.76,1,1,2
340,3,44.49,3,3,3
234,2,152.16,3,3,4
53,4,66.79,4,4,3
302,4,192.36,3,4,4
509,1,40.97,1,1,2
274,4,135.68,3,4,4
509,1,38.1,1,1,2
509,1,27.94,1,1,2
509,1,55.07,1,1,3
251,2,131.45,3,3,4
89,7,178.96,4,4,4
68,4,441.51,4,4,4
424,2,36.93,3,3,2
55,4,153.06,4,4,4
509,1,64.38,1,1,3
503,2,41.91,2,3,2
509,1,15.36,1,1,1
508,1,24.98,1,1,2
495,1,35.71,2,1,2
123,4,104.63,4,4,3
13,6,242.2,4,4,4
509,1,20.99,1,1,2
0,6,128.26,4,4,4
509,1,15.36,1,1,1
371,2,89.16,3,3,3
509,1,13.97,1,1,1
509,1,14.79,1,1,1
116,4,244.53,4,4,4
91,6,314.49,4,4,4
509,1,32.5,1,1,2
480,2,125.94,2,3,4
88,3,98.97,4,3,3
203,3,86.41,4,3,3
291,3,164.55,3,3,4
424,2,18.56,3,3,1
509,1,12.49,1,1,1
192,2,117.05,4,3,4
509,1,11.99,1,1,1
125,2,42.15,4,3,2
509,1,71.07,1,1,3
136,2,104.81,4,3,3
509,1,18.99,1,1,1
145,8,345.26,4,4,4
502,1,12.77,2,1,1
497,1,15.76,2,1,1
26,12,332.53,4,4,4
509,1,14.96,1,1,1
509,1,14.96,1,1,1
162,3,78.98,4,3,3
476,2,67.83,2,3,3
509,1,47.29,1,1,3
31,5,216.45,4,4,4
22,2,29.76,4,3,2
482,2,44.7,2,3,3
509,1,13.97,1,1,1
166,3,41.45,4,3,2
509,1,33.72,1,1,2
509,1,20.99,1,1,2
130,4,104.61,4,4,3
509,1,12.49,1,1,1
304,4,199.97,3,4,4
505,2,24.73,2,3,2
20,8,130.99,4,4,4
46,58,2200.81,4,4,4
21,4,75.3,4,4,3
153,2,53.83,4,3,3
482,2,58.47,2,3,3
4,4,45.36,4,4,3
62,2,52.96,4,3,3
99,11,378.46,4,4,4
509,1,15.96,1,1,1
213,5,270.57,3,4,4
509,1,14.96,1,1,1
259,3,63.96,3,3,3
127,2,47.12,4,3,3
509,1,14.79,1,1,1
509,1,42.98,1,1,2
509,1,20.99,1,1,2
509,1,42.18,1,1,2
509,1,38.77,1,1,2
2,4,120.93,4,4,4
509,1,16.7,1,1,1
28,11,213.08,4,4,4
509,1,10.77,1,1,1
509,1,77.95,1,1,3
29,9,399.14,4,4,4
59,8,339.76,4,4,4
86,2,21.65,4,3,2
509,1,15.37,1,1,1
509,1,13.97,1,1,1
99,7,286.3,4,4,4
509,1,29.73,1,1,2
456,3,70.33,3,3,3
509,1,13.97,1,1,1
509,1,29.33,1,1,2
38,6,230.01,4,4,4
509,1,9.77,1,1,1
45,13,386.34,4,4,4
334,2,108.13,3,3,4
58,4,107.83,4,4,4
8,8,190.31,4,4,4
509,1,27.76,1,1,2
509,1,14.9,1,1,1
12,8,197.34,4,4,4
42,2,87.58,4,3,3
509,1,14.37,1,1,1
409,3,50.47,3,3,3
20,3,280.24,4,3,4
509,1,29.33,1,1,2
504,2,24.94,2,3,2
509,1,96.29,1,1,3
438,2,113.79,3,3,4
65,3,210.78,4,3,4
331,2,29.92,3,3,2
509,1,42.1,1,1,2
60,13,218.97,4,4,4
436,2,33.76,3,3,2
508,1,47.73,1,1,3
509,1,105.38,1,1,3
437,2,77.5,3,3,3
1,4,126.75,4,4,4
387,2,67.5,3,3,3
509,1,15.96,1,1,1
164,4,112.07,4,4,4
509,1,14.96,1,1,1
509,1,25.99,1,1,2
509,1,61.73,1,1,3
138,3,342.33,4,3,4
509,1,14.96,1,1,1
509,1,31.52,1,1,2
509,1,13.97,1,1,1
509,1,3.99,1,1,1
509,1,14.37,1,1,1
58,3,37.03,4,3,2
509,1,14.99,1,1,1
296,6,204.39,3,4,4
50,2,41.47,4,3,2
468,2,47.7,3,3,3
488,2,39.12,2,3,2
509,1,13.97,1,1,1
509,1,60.7,1,1,3
509,1,11.77,1,1,1
470,4,51.48,3,4,3
509,1,46.29,1,1,3
500,1,15.96,2,1,1
39,6,162.63,4,4,4
509,1,14.96,1,1,1
163,4,167.47,4,4,4
499,2,42.66,2,3,2
509,1,11.77,1,1,1
74,6,99.77,4,4,3
509,1,30.32,1,1,2
105,3,55.52,4,3,3
509,1,95.77,1,1,3
51,2,43.41,4,3,2
509,1,4.79,1,1,1
116,2,122.25,4,3,4
247,6,330.31,3,4,4
509,1,12.99,1,1,1
393,2,91.45,3,3,3
460,2,27.93,3,3,2
509,1,15.36,1,1,1
509,1,42.69,1,1,2
509,1,41.31,1,1,2
509,1,30.32,1,1,2
509,1,15.36,1,1,1
65,2,70.52,4,3,3
127,6,114.09,4,4,4
135,5,85.37,4,4,3
277,2,17.27,3,3,1
509,1,7.98,1,1,1
104,2,51.42,4,3,3
473,1,15.36,2,1,1
485,2,49.28,2,3,3
509,1,22.99,1,1,2
509,1,12.77,1,1,1
105,5,75.74,4,4,3
482,1,28.93,2,1,2
392,3,62.64,3,3,3
396,3,107.1,3,3,4
20,3,1164.76,4,3,4
509,1,26.94,1,1,2
201,3,56.58,4,3,3
509,1,30.72,1,1,2
509,1,16.99,1,1,1
509,1,20.99,1,1,2
509,1,22.99,1,1,2
509,1,11.97,1,1,1
482,1,14.96,2,1,1
508,1,14.7,1,1,1
509,1,29.58,1,1,2
509,1,113.94,1,1,4
508,1,85.0,1,1,3
509,1,11.77,1,1,1
508,1,22.3,1,1,2
509,1,58.85,1,1,3
297,3,137.01,3,3,4
442,3,59.85,3,3,3
507,1,63.28,1,1,3
500,1,44.77,2,1,3
508,1,27.73,1,1,2
26,7,762.9,4,4,4
8,11,192.92,4,4,4
266,4,97.82,3,4,3
193,3,49.06,4,3,3
369,2,56.88,3,3,3
192,3,76.69,4,3,3
508,1,15.36,1,1,1
104,2,42.95,4,3,2
508,1,44.69,1,1,3
176,2,29.46,4,3,2
508,1,30.73,1,1,2
508,1,30.72,1,1,2
267,3,83.43,3,3,3
429,2,169.67,3,3,4
345,2,28.34,3,3,2
508,1,14.37,1,1,1
508,1,15.96,1,1,1
413,2,45.54,3,3,3
32,9,146.9,4,4,4
508,1,15.36,1,1,1
508,1,17.3,1,1,1
380,2,35.51,3,3,2
508,1,59.9,1,1,3
500,2,154.41,2,3,4
8,14,442.38,4,4,4
508,1,15.36,1,1,1
508,1,15.96,1,1,1
508,1,13.97,1,1,1
222,5,67.21,3,4,3
508,1,15.36,1,1,1
36,8,276.95,4,4,4
503,1,39.98,2,1,2
508,1,13.97,1,1,1
508,1,16.7,1,1,1
330,2,56.86,3,3,3
508,1,47.97,1,1,3
508,1,25.74,1,1,2
508,1,16.96,1,1,1
508,1,18.99,1,1,1
508,1,93.13,1,1,3
2,12,547.57,4,4,4
152,4,166.79,4,4,4
508,1,28.93,1,1,2
330,2,29.73,3,3,2
423,4,145.79,3,4,4
442,2,376.4,3,3,4
508,1,66.56,1,1,3
508,1,30.73,1,1,2
508,1,129.09,1,1,4
16,5,81.38,4,4,3
1,9,283.77,4,4,4
508,1,13.97,1,1,1
508,1,68.7,1,1,3
439,2,35.4,3,3,2
88,3,170.67,4,3,4
495,1,30.95,2,1,2
508,1,13.97,1,1,1
508,1,29.73,1,1,2
508,1,11.99,1,1,1
461,3,135.29,3,3,4
270,2,45.15,3,3,3
508,1,28.34,1,1,2
508,1,24.94,1,1,2
286,3,112.32,3,3,4
368,2,58.86,3,3,3
488,1,39.5,2,1,2
288,2,39.93,3,3,2
508,1,9.77,1,1,1
508,1,15.36,1,1,1
508,1,27.34,1,1,2
229,2,82.86,3,3,3
420,2,74.83,3,3,3
5,7,164.21,4,4,4
508,1,57.95,1,1,3
508,1,15.76,1,1,1
508,1,41.71,1,1,2
124,5,173.48,4,4,4
10,5,184.06,4,4,4
477,1,10.77,2,1,1
490,2,84.66,2,3,3
508,1,15.96,1,1,1
508,1,39.98,1,1,2
463,3,43.29,3,3,2
508,1,13.97,1,1,1
91,8,141.51,4,4,4
204,4,70.8,4,4,3
508,1,77.41,1,1,3
436,2,41.1,3,3,2
20,7,503.42,4,4,4
508,1,29.94,1,1,2
505,1,111.7,2,1,4
508,1,34.51,1,1,2
17,7,118.07,4,4,4
310,4,83.02,3,4,3
394,3,103.6,3,3,3
508,1,43.53,1,1,3
508,1,28.74,1,1,2
94,2,141.4,4,3,4
397,2,72.0,3,3,3
508,1,26.73,1,1,2
425,2,122.33,3,3,4
508,1,13.97,1,1,1
508,1,30.32,1,1,2
508,1,13.97,1,1,1
483,2,45.28,2,3,3
508,1,14.37,1,1,1
494,1,72.5,2,1,3
508,1,13.97,1,1,1
496,2,25.54,2,3,2
128,6,123.05,4,4,4
65,6,102.04,4,4,3
377,3,51.47,3,3,3
463,1,83.77,3,1,3
508,1,14.37,1,1,1
415,2,118.84,3,3,4
508,1,81.54,1,1,3
508,1,40.13,1,1,2
508,1,27.77,1,1,2
508,1,35.48,1,1,2
508,1,49.68,1,1,3
508,1,13.99,1,1,1
24,11,411.04,4,4,4
508,1,101.97,1,1,3
215,3,211.41,3,3,4
508,1,38.25,1,1,2
507,1,44.37,1,1,3
168,12,588.9,4,4,4
508,1,27.73,1,1,2
508,1,19.96,1,1,1
30,8,371.23,4,4,4
508,1,14.96,1,1,1
508,1,13.97,1,1,1
508,1,11.77,1,1,1
508,1,30.31,1,1,2
125,4,207.88,4,4,4
88,3,52.23,4,3,3
508,1,6.79,1,1,1
359,6,768.83,3,4,4
463,2,115.82,3,3,4
508,1,15.76,1,1,1
11,6,121.45,4,4,4
481,1,15.96,2,1,1
508,1,50.82,1,1,3
508,1,49.37,1,1,3
508,1,32.31,1,1,2
508,1,49.74,1,1,3
508,1,10.77,1,1,1
508,1,30.0,1,1,2
221,5,131.78,3,4,4
330,2,31.34,3,3,2
320,2,74.47,3,3,3
502,1,12.49,2,1,1
0,9,432.58,4,4,4
508,1,22.98,1,1,2
325,2,345.69,3,3,4
505,1,57.9,2,1,3
508,1,8.77,1,1,1
508,1,12.97,1,1,1
508,1,14.99,1,1,1
508,1,14.79,1,1,1
508,1,14.37,1,1,1
238,3,99.66,3,3,3
508,1,59.25,1,1,3
436,4,215.36,3,4,4
508,1,49.12,1,1,3
508,1,8.97,1,1,1
508,1,35.57,1,1,2
344,5,66.04,3,4,3
508,1,29.73,1,1,2
508,1,14.96,1,1,1
508,1,24.99,1,1,2
508,1,11.77,1,1,1
106,2,90.25,4,3,3
449,3,135.57,3,3,4
406,2,56.44,3,3,3
508,1,13.77,1,1,1
394,4,93.78,3,4,3
169,3,102.12,4,3,3
508,1,14.37,1,1,1
200,2,153.53,4,3,4
508,1,17.9,1,1,1
11,8,228.87,4,4,4
472,2,65.05,2,3,3
29,3,88.96,4,3,3
508,1,28.74,1,1,2
508,1,45.68,1,1,3
302,4,148.3,3,4,4
508,1,14.37,1,1,1
495,4,106.34,2,4,3
508,1,26.77,1,1,2
214,2,62.72,3,3,3
211,4,118.35,3,4,4
351,3,51.67,3,3,3
505,1,38.77,2,1,2
18,6,211.51,4,4,4
508,1,200.0,1,1,4
508,1,45.29,1,1,3
458,2,83.27,3,3,3
508,1,15.36,1,1,1
508,1,34.99,1,1,2
488,2,43.73,2,3,3
415,4,182.73,3,4,4
508,1,14.96,1,1,1
508,1,11.77,1,1,1
508,1,80.61,1,1,3
168,3,104.07,4,3,3
508,1,11.77,1,1,1
451,4,73.82,3,4,3
446,2,33.51,3,3,2
138,5,159.25,4,4,4
505,1,15.9,2,1,1
200,4,85.27,4,4,3
483,3,76.21,2,3,3
508,1,61.97,1,1,3
22,5,118.55,4,4,4
508,1,19.74,1,1,1
437,2,28.48,3,3,2
508,1,41.1,1,1,2
508,1,29.33,1,1,2
508,1,6.77,1,1,1
508,1,28.76,1,1,2
508,1,53.99,1,1,3
496,2,21.56,2,3,2
508,1,5.99,1,1,1
508,1,11.77,1,1,1
267,2,83.52,3,3,3
508,1,15.9,1,1,1
508,1,42.3,1,1,2
12,11,659.18,4,4,4
52,8,156.96,4,4,4
508,1,10.77,1,1,1
508,1,13.99,1,1,1
350,4,58.95,3,4,3
476,3,143.76,2,3,4
508,1,17.54,1,1,1
508,1,38.77,1,1,2
491,2,49.27,2,3,3
261,8,718.78,3,4,4
89,5,154.59,4,4,4
508,1,9.77,1,1,1
508,1,28.34,1,1,2
508,1,6.79,1,1,1
205,2,79.24,4,3,3
453,5,210.86,3,4,4
442,3,139.55,3,3,4
506,1,42.89,1,1,2
395,2,29.93,3,3,2
364,2,27.21,3,3,2
283,2,31.45,3,3,2
508,1,11.97,1,1,1
50,9,147.39,4,4,4
149,5,218.25,4,4,4
479,1,14.96,2,1,1
85,7,348.92,4,4,4
152,4,301.15,4,4,4
70,5,331.55,4,4,4
508,1,15.96,1,1,1
27,8,299.48,4,4,4
462,3,51.04,3,3,3
508,1,14.37,1,1,1
508,1,11.77,1,1,1
43,2,59.94,4,3,3
508,1,34.2,1,1,2
155,4,300.29,4,4,4
508,1,34.98,1,1,2
508,1,87.43,1,1,3
506,2,23.74,1,3,2
508,1,38.77,1,1,2
321,2,127.65,3,3,4
429,4,136.01,3,4,4
212,2,26.96,3,3,2
158,2,83.29,4,3,3
508,1,11.77,1,1,1
508,1,11.77,1,1,1
508,1,27.94,1,1,2
383,3,75.4,3,3,3
508,1,14.96,1,1,1
3,3,84.28,4,3,3
486,2,46.94,2,3,3
481,2,43.29,2,3,2
508,1,11.77,1,1,1
131,6,235.56,4,4,4
508,1,27.99,1,1,2
258,2,39.84,3,3,2
506,1,61.68,1,1,3
508,1,14.37,1,1,1
508,1,14.96,1,1,1
508,1,11.77,1,1,1
508,1,14.37,1,1,1
487,2,82.0,2,3,3
508,1,8.0,1,1,1
508,1,6.79,1,1,1
181,2,33.25,4,3,2
508,1,30.92,1,1,2
508,1,34.98,1,1,2
246,3,40.25,3,3,2
508,1,12.77,1,1,1
107,7,278.3,4,4,4
12,21,1256.38,4,4,4
464,3,521.32,3,3,4
189,6,238.81,4,4,4
507,1,11.77,1,1,1
257,2,30.85,3,3,2
208,2,42.98,3,3,2
507,1,17.9,1,1,1
37,2,32.46,4,3,2
307,3,59.44,3,3,3
507,1,10.77,1,1,1
24,4,54.9,4,4,3
477,2,37.9,2,3,2
422,2,63.14,3,3,3
193,8,285.6,4,4,4
205,5,257.79,4,4,4
465,1,9.98,3,1,1
507,1,24.99,1,1,2
96,7,388.5,4,4,4
220,2,24.69,3,3,2
464,2,26.73,3,3,2
224,8,288.09,3,4,4
507,1,15.96,1,1,1
507,1,25.93,1,1,2
103,5,317.27,4,4,4
507,1,29.56,1,1,2
507,1,26.14,1,1,2
105,2,28.39,4,3,2
507,1,25.14,1,1,2
101,9,314.38,4,4,4
507,1,37.99,1,1,2
72,9,182.6,4,4,4
230,4,180.62,3,4,4
468,2,24.98,3,3,2
12,9,235.5,4,4,4
187,15,1947.11,4,4,4
234,4,44.75,3,4,3
507,1,15.36,1,1,1
507,1,27.99,1,1,2
507,1,51.87,1,1,3
507,1,29.13,1,1,2
507,1,18.99,1,1,1
507,1,19.28,1,1,1
507,1,17.96,1,1,1
507,1,32.99,1,1,2
119,6,638.32,4,4,4
507,1,15.36,1,1,1
198,3,40.73,4,3,2
494,1,43.99,2,1,3
507,1,12.97,1,1,1
325,4,145.7,3,4,4
502,1,90.98,2,1,3
253,4,194.51,3,4,4
507,1,12.49,1,1,1
507,1,10.77,1,1,1
507,1,41.82,1,1,2
507,1,72.62,1,1,3
30,4,155.98,4,4,4
507,1,38.9,1,1,2
507,1,87.03,1,1,3
507,1,56.88,1,1,3
206,2,169.13,4,3,4
507,1,45.52,1,1,3
507,1,19.54,1,1,1
96,2,29.98,4,3,2
507,1,13.97,1,1,1
43,4,67.62,4,4,3
507,1,11.77,1,1,1
507,1,29.74,1,1,2
392,2,57.05,3,3,3
507,1,34.36,1,1,2
54,3,430.32,4,3,4
332,3,56.31,3,3,3
34,5,368.67,4,4,4
445,2,22.54,3,3,2
499,2,16.77,2,3,1
450,4,512.64,3,4,4
507,1,62.64,1,1,3
507,1,28.74,1,1,2
192,3,70.06,4,3,3
507,1,71.05,1,1,3
507,1,15.96,1,1,1
507,1,9.98,1,1,1
394,3,138.74,3,3,4
507,1,13.97,1,1,1
6,26,408.86,4,4,4
23,3,45.95,4,3,3
507,1,124.17,1,1,4
118,12,1208.73,4,4,4
507,1,7.78,1,1,1
249,2,53.52,3,3,3
261,12,434.07,3,4,4
507,1,14.99,1,1,1
507,1,38.1,1,1,2
39,5,239.61,4,4,4
507,1,9.97,1,1,1
461,2,45.23,3,3,3
507,1,13.97,1,1,1
93,13,523.72,4,4,4
507,1,41.92,1,1,2
507,1,29.73,1,1,2
507,1,13.97,1,1,1
507,1,27.13,1,1,2
507,1,50.47,1,1,3
499,2,29.33,2,3,2
58,2,97.29,4,3,3
153,3,316.25,4,3,4
209,5,650.22,3,4,4
222,3,117.03,3,3,4
507,1,11.77,1,1,1
507,1,14.96,1,1,1
26,3,56.38,4,3,3
507,1,17.7,1,1,1
87,3,54.79,4,3,3
507,1,24.76,1,1,2
261,5,96.23,3,4,3
507,1,14.96,1,1,1
507,1,15.36,1,1,1
507,1,12.77,1,1,1
357,3,100.34,3,3,3
151,2,49.35,4,3,3
507,1,14.37,1,1,1
505,1,15.99,2,1,1
507,1,23.54,1,1,2
37,10,535.91,4,4,4
201,5,171.84,4,4,4
507,1,29.73,1,1,2
507,1,19.97,1,1,1
503,1,42.9,2,1,2
290,6,333.52,3,4,4
287,6,180.51,3,4,4
507,1,15.99,1,1,1
